t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1790261979.7120786,1308,0.07364845275878906,13.578017766037345,0.9984970092773438,57.442399996944005,,0,,,0,0,,,no_face,0,0.005599998985417187,1,8.663000000524335,1,12.68500000151107,1,0,36.04599999744096,1,search_360,0.020200001017656177,1,,
1790261979.7328415,1309,0.020762920379638672,48.16278161817054,31.73828125,14.990499999839813,,0,,,0,0,,,no_face,0,0.006299997039604932,1,,0,14.922000002115965,1,0,,0,search_360,0.022300002456177026,1,,
1790261979.7892685,1310,0.056427001953125,17.72201189832342,19.947528839111328,49.73200000313227,,0,,,0,0,,,no_face,0,0.005999998393235728,1,,0,14.286199999332894,1,0,35.388700001931284,1,search_360,0.0197000008483883,1,,
1790261979.8107233,1311,0.021454811096191406,46.60959239009646,6.982564926147461,15.171499999269145,,0,,,0,0,,,no_face,0,0.007300001016119495,1,,0,15.094400001544273,1,0,,0,search_360,0.02599999788799323,1,,
1790261979.8813598,1312,0.07063651084899902,14.156984652564713,3.9894580841064453,55.45449999772245,,0,,,0,0,,,no_face,0,0.00549999822396785,1,8.512899999914225,1,13.857800000550924,1,0,33.03499999674386,1,search_360,0.020399998902576044,1,,
1790261979.9034894,1314,0.022129535675048828,45.18847637311728,0.9970664978027344,14.898199999151984,,0,,,0,0,,,no_face,0,0.014999997802078724,1,,0,14.754200001334539,1,0,,0,search_360,0.04900000203633681,1,,
1790261980.0073617,1315,0.10387229919433594,9.627205787840394,3.9899349212646484,48.96260000168695,,0,,,0,0,,,no_face,0,0.005999998393235728,1,,0,13.35789999939152,1,0,35.54789999907371,1,search_360,0.019600000086938962,1,,
1790261980.0290875,1316,0.021725893020629883,46.02802743484225,24.932384490966797,14.85569999931613,,0,,,0,0,,,no_face,0,0.006199999916134402,1,,0,14.790900000662077,1,0,,0,search_360,0.021199997718213126,1,,
1790261980.0878363,1317,0.058748722076416016,17.02164684874802,13.817787170410156,52.21519999759039,,0,,,0,0,,,no_face,0,0.005000001692678779,1,8.46330000058515,1,12.598500001331558,1,0,31.10489999744459,1,search_360,0.019999999494757503,1,,
1790261980.109775,1318,0.021938800811767578,45.58134278076029,40.889739990234375,13.499199998477707,,0,,,0,0,,,no_face,0,0.005999998393235728,1,,0,13.43010000346112,1,0,,0,search_360,0.022300002456177026,1,,
1790261980.173008,1319,0.0632328987121582,15.814552556764625,3.988504409790039,46.8507999976282,,0,,,0,0,,,no_face,0,0.005800000508315861,1,,0,13.226799997937633,1,0,33.56399999756832,1,search_360,0.02269999822601676,1,,
1790261980.1949492,1320,0.021941184997558594,45.576389794410396,25.128841400146484,15.330500002164626,,0,,,0,0,,,no_face,0,0.007700000423938036,1,,0,15.251099997840356,1,0,,0,search_360,0.03139999898849055,1,,
1790261980.2637236,1321,0.06877446174621582,14.540281008524548,14.960050582885742,61.27769999875454,,0,,,0,0,,,no_face,0,0.009800001862458885,1,10.058800002298085,1,16.175499997189036,1,0,34.95599999951082,1,search_360,0.036299999919719994,1,,
1790261980.2865043,1323,0.022780656814575195,43.89689060063423,7.014989852905273,15.319400001317263,,0,,,0,0,,,no_face,0,0.006499998562503606,1,,0,15.25469999978668,1,0,,0,search_360,0.02099999983329326,1,,
1790261980.3777292,1324,0.09122490882873535,10.961918327344005,2.991199493408203,54.306199999700766,,0,,,0,0,,,no_face,0,0.006300000677583739,1,,0,14.331599999422906,1,0,39.905900001031114,1,search_360,0.02469999890308827,1,,
1790261980.401166,1325,0.023436784744262695,42.66796878973764,32.87506103515625,15.80169999942882,,0,,,0,0,,,no_face,0,0.006999998731771484,1,,0,15.726499997981591,1,0,,0,search_360,0.025000001187436283,1,,
1790261980.471966,1326,0.0708000659942627,14.124280619753028,23.43606948852539,62.3885999993945,,0,,,0,0,,,no_face,0,0.00670000008540228,1,10.478100000909762,1,14.324899999337504,1,0,37.52879999956349,1,search_360,0.02350000067963265,1,,
1790261980.494193,1327,0.022227048873901367,44.990228152788355,25.208473205566406,15.609100002620835,,0,,,0,0,,,no_face,0,0.00549999822396785,1,,0,15.548200000921497,1,0,,0,search_360,0.019900002371286973,1,,
1790261980.5580037,1328,0.06381058692932129,15.671380692793704,11.96908950805664,56.04769999990822,,0,,,0,0,,,no_face,0,0.006399997801054269,1,,0,16.134600002260413,1,0,39.84649999983958,1,search_360,0.023600001441081986,1,,
1790261980.5809433,1330,0.022939682006835938,43.592583354119895,8.974552154541016,15.319099999032915,,0,,,0,0,,,no_face,0,0.005900001269765198,1,,0,15.253999998094514,1,0,,0,search_360,0.022500000341096893,1,,
1790261980.68627,1331,0.10532665252685547,9.494273063933433,4.462003707885742,59.62510000244947,,0,,,0,0,,,no_face,0,0.005900001269765198,1,7.912600001873216,1,13.599599998997292,1,0,38.05780000038794,1,search_360,0.023100001271814108,1,,
1790261980.7082076,1333,0.02193760871887207,45.58381967765425,5.983114242553711,13.953500001662178,,0,,,0,0,,,no_face,0,0.007499998901039362,1,,0,13.883999999961816,1,0,,0,search_360,0.023399999918183312,1,,
1790261980.772023,1334,0.06381535530090332,15.670209705560392,0.9999275207519531,49.43469999852823,,0,,,0,0,,,no_face,0,0.006199999916134402,1,,0,12.30569999825093,1,0,37.06959999908577,1,search_360,0.021299998479662463,1,,
1790261980.80545,1335,0.03342700004577637,29.915936178255816,2.991914749145508,14.374900001712376,,0,,,0,0,,,no_face,0,0.005999998393235728,1,,0,14.308400001027621,1,0,,0,search_360,0.022000000171829015,1,,
1790261980.9071035,1336,0.1016535758972168,9.837332245066445,1.9946098327636719,84.20610000030138,,1,,,0,0,,,no_face,0,0.006299997039604932,1,9.047899999131914,1,14.620099998865044,1,0,60.47430000035092,1,search_360,0.02380000296398066,1,,
1790261980.9275575,1338,0.020453929901123047,48.89036018183938,26.709556579589844,14.203299997461727,,1,,,0,0,,,no_face,0,0.006199999916134402,1,,0,14.129300001513911,1,0,,0,search_360,0.02300000051036477,1,,
1790261981.0343757,1339,0.10681819915771484,9.361700607997715,3.988504409790039,73.6243999999715,,1,,,0,0,,,no_face,0,0.006099999154685065,1,,0,13.235599999461556,1,0,60.31930000244756,1,search_360,0.02220000169472769,1,,
1790261981.0568275,1341,0.02245187759399414,44.539704789211,20.944595336914062,15.741600000183098,,1,,,0,0,,,no_face,0,0.006800000846851617,1,,0,15.66399999865098,1,0,,0,search_360,0.023899996449472383,1,,
1790261981.1457968,1342,0.08896923065185547,11.239840927849418,7.977962493896484,81.53859999947599,,0,,,0,0,,,no_face,0,0.005900001269765198,1,8.60599999941769,1,13.92390000182786,1,0,58.95729999974719,1,search_360,0.021100000594742596,1,,
1790261981.1677384,1343,0.021941661834716797,45.57539932630664,32.91153907775879,14.322700000775512,,0,,,0,0,,,no_face,0,0.005900001269765198,1,,0,14.257200000429293,1,0,,0,search_360,0.021100000594742596,1,,
1790261981.2510746,1344,0.08333611488342285,11.999599470156236,20.94554901123047,76.42049999776646,,1,,,0,0,,,no_face,0,0.006099999154685065,1,,0,15.273000000888715,1,0,61.07259999771486,1,search_360,0.023399999918183312,1,,
1790261981.273997,1346,0.022922515869140625,43.62522882343152,38.0091667175293,15.494100000069011,,1,,,0,0,,,no_face,0,0.007599999662488699,1,,0,15.405000001919689,1,0,,0,search_360,0.026300000172341242,1,,
