t,bat,h,yaw,vgx,vgy,vgz,tof
1789945776.489198,88.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945777.4937336,88.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945778.529603,88.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945779.5363955,88.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945780.5463758,88.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945781.566559,87.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945782.585637,87.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945783.620035,87.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945784.6249585,87.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945785.650057,86.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945786.687881,86.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945787.6895523,86.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945788.7489073,86.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945789.7874157,86.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945790.8024879,86.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945791.866084,86.0,70.0,-119.0,0.0,0.0,0.0,81.0
1789945792.892545,86.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945793.8929536,86.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945794.912129,85.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945795.9763122,85.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945797.0046508,85.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945798.030457,85.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945799.0511065,85.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945800.122082,85.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945801.1332607,84.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945802.1552691,84.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945803.1883097,84.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945804.2066453,84.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945805.2084773,84.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945806.2122993,84.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945807.2490396,84.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945808.2756119,84.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945809.2762074,84.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945810.2935183,84.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945811.298341,84.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945812.2996693,83.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945813.3061578,83.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945814.3312778,83.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945815.3330963,83.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945816.3353615,83.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945817.370755,83.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945818.3965929,82.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945819.447523,82.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945820.4676561,82.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945821.5004115,82.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945822.5334196,82.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945823.5590816,82.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945824.5598645,82.0,70.0,-119.0,0.0,0.0,0.0,82.0
1789945825.5743027,82.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945826.6315677,82.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945827.718467,82.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945828.7715187,81.0,70.0,-119.0,0.0,0.0,0.0,82.0
1789945829.8356287,81.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945830.85536,81.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945831.856631,81.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945832.8776512,81.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945833.8785255,81.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945834.879358,81.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945835.881822,81.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945836.8827338,80.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945837.8835638,80.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945838.8869927,80.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945839.912821,80.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945840.9355016,80.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945841.9692755,80.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945842.9821224,80.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945843.9828057,80.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945844.9971788,80.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945846.0165143,80.0,70.0,-118.0,0.0,0.0,0.0,80.0
