t,seq,frame_age_ms,round,hold,cue_label,cue_name,phase,vocabulary,hand_detected,hand_auth,face_auth,mode,raw_gesture,emitted_gesture,command,fb_stable_count,gesture_conf,battery,altitude_cm,actuation_suppressed,bbox_area,delta_s,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
1790268633.7389767,6056,20.94,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,27,0.9991054131498006,51.0,70.0,1,0.030822766413209024,-0.00112249096414464,0.795820832,0.653198779,3.5233785e-07,0.763881087,0.617902339,-0.0148141133,0.748372376,0.569049835,-0.0248751063,0.76923126,0.528305471,-0.0364685543,0.795019448,0.508121133,-0.0472620428,0.750406444,0.497681648,-0.0135535216,0.741085768,0.432708353,-0.032599844,0.737475753,0.392616898,-0.0447134785,0.735792935,0.357832015,-0.0513937809,0.778925359,0.49634999,-0.0198924597,0.767608225,0.422250271,-0.0385535881,0.760612309,0.380742341,-0.0481802598,0.757753134,0.343052894,-0.0512624905,0.808828354,0.512095273,-0.028515704,0.802684247,0.488058656,-0.0526248775,0.792028844,0.531511068,-0.0519188158,0.788453877,0.559947729,-0.0432550609,0.834966421,0.539918482,-0.0386631936,0.825810134,0.519687474,-0.0521383919,0.81285429,0.550487816,-0.0447203293,0.808501422,0.571335614,-0.034876287
1790268633.778634,6057,1.99,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,28,0.9989916598692388,51.0,70.0,1,0.030819253975922223,-0.00011395593892233912,0.792776704,0.66295433,3.5636063e-07,0.760312498,0.628972471,-0.0160102397,0.74444741,0.58096379,-0.0266459417,0.76622355,0.541309774,-0.0386517756,0.792959511,0.520850539,-0.0498291589,0.746206582,0.507169604,-0.0143701211,0.737658441,0.442068338,-0.0342499241,0.734596789,0.402308166,-0.0466684811,0.733543694,0.367776781,-0.0534797981,0.775248945,0.504623294,-0.0206397399,0.763782024,0.429611564,-0.0405454487,0.7570647,0.388115883,-0.0508018285,0.754388571,0.349747688,-0.053985104,0.805557668,0.51994735,-0.0293023903,0.799003065,0.497009128,-0.0546312928,0.788904428,0.541935265,-0.0542061813,0.785653949,0.569256604,-0.0454848185,0.831914127,0.547407508,-0.0395899862,0.821440995,0.531317592,-0.0541370399,0.808750033,0.56385082,-0.0470052734,0.804665148,0.583531439,-0.0371637866
1790268633.8463733,6058,39.89,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,29,0.9989916598692388,51.0,70.0,1,0.03081646133123428,-9.061363685588089e-05,0.792776704,0.66295433,3.5636063e-07,0.760312498,0.628972471,-0.0160102397,0.74444741,0.58096379,-0.0266459417,0.76622355,0.541309774,-0.0386517756,0.792959511,0.520850539,-0.0498291589,0.746206582,0.507169604,-0.0143701211,0.737658441,0.442068338,-0.0342499241,0.734596789,0.402308166,-0.0466684811,0.733543694,0.367776781,-0.0534797981,0.775248945,0.504623294,-0.0206397399,0.763782024,0.429611564,-0.0405454487,0.7570647,0.388115883,-0.0508018285,0.754388571,0.349747688,-0.053985104,0.805557668,0.51994735,-0.0293023903,0.799003065,0.497009128,-0.0546312928,0.788904428,0.541935265,-0.0542061813,0.785653949,0.569256604,-0.0454848185,0.831914127,0.547407508,-0.0395899862,0.821440995,0.531317592,-0.0541370399,0.808750033,0.56385082,-0.0470052734,0.804665148,0.583531439,-0.0371637866
1790268633.8788002,6059,2.99,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,30,0.9989009832363474,51.0,70.0,1,0.03068360466898845,-0.004311223823456014,0.793544531,0.671927989,3.5591691e-07,0.760869086,0.636736989,-0.0153941279,0.745670736,0.587955117,-0.0260317791,0.768928111,0.548639834,-0.0382647999,0.796062648,0.52826184,-0.0496157631,0.748063087,0.514787972,-0.0145519674,0.740146697,0.448039234,-0.0342231393,0.73717922,0.40803358,-0.0465448499,0.736281872,0.373724937,-0.0533989444,0.776664495,0.512985229,-0.0213000942,0.765085101,0.436945379,-0.0411069207,0.758042276,0.395205766,-0.0518396348,0.755561233,0.357102722,-0.0555604547,0.806889713,0.52891922,-0.0302911699,0.802340448,0.505245149,-0.0548588596,0.791141689,0.548936784,-0.0544527248,0.787259459,0.575677812,-0.0460840873,0.832946777,0.557097137,-0.0409049019,0.823280156,0.539840877,-0.0544290878,0.810372233,0.569833636,-0.0470237695,0.806694984,0.588197827,-0.0372951031
1790268633.9512694,6061,12.96,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,31,0.9989009832363474,51.0,70.0,1,0.030596371166424774,-0.002843000472230796,0.793544531,0.671927989,3.5591691e-07,0.760869086,0.636736989,-0.0153941279,0.745670736,0.587955117,-0.0260317791,0.768928111,0.548639834,-0.0382647999,0.796062648,0.52826184,-0.0496157631,0.748063087,0.514787972,-0.0145519674,0.740146697,0.448039234,-0.0342231393,0.73717922,0.40803358,-0.0465448499,0.736281872,0.373724937,-0.0533989444,0.776664495,0.512985229,-0.0213000942,0.765085101,0.436945379,-0.0411069207,0.758042276,0.395205766,-0.0518396348,0.755561233,0.357102722,-0.0555604547,0.806889713,0.52891922,-0.0302911699,0.802340448,0.505245149,-0.0548588596,0.791141689,0.548936784,-0.0544527248,0.787259459,0.575677812,-0.0460840873,0.832946777,0.557097137,-0.0409049019,0.823280156,0.539840877,-0.0544290878,0.810372233,0.569833636,-0.0470237695,0.806694984,0.588197827,-0.0372951031
1790268633.9831831,6062,8.98,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,32,0.9992412380419647,51.0,70.0,1,0.030772899173186374,0.005769573319705153,0.794429719,0.678726196,3.189474e-07,0.762181818,0.645194829,-0.0160020366,0.746252954,0.597220838,-0.0264451373,0.768363893,0.557034194,-0.0383398458,0.795160174,0.534999847,-0.0493061095,0.74843967,0.522551477,-0.0134728244,0.738289297,0.458084822,-0.0329048596,0.734559596,0.419249207,-0.0448327325,0.733207166,0.385757297,-0.0512521714,0.777208447,0.519239962,-0.01958034,0.76461035,0.445443094,-0.0389632173,0.757236958,0.404818088,-0.0490469225,0.754076004,0.367994636,-0.0521613769,0.807265341,0.533844888,-0.0282467734,0.800808251,0.51550889,-0.0528345518,0.790447772,0.5587973,-0.0530840158,0.787029922,0.584082663,-0.0450896621,0.833281338,0.560547948,-0.0385954119,0.822749317,0.547381461,-0.0520319901,0.810033262,0.578525305,-0.0453607887,0.806274474,0.596338034,-0.036252521
1790268634.046733,6063,6.98,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,33,0.9992412380419647,51.0,70.0,1,0.030886734272897343,0.003699199710443832,0.794429719,0.678726196,3.189474e-07,0.762181818,0.645194829,-0.0160020366,0.746252954,0.597220838,-0.0264451373,0.768363893,0.557034194,-0.0383398458,0.795160174,0.534999847,-0.0493061095,0.74843967,0.522551477,-0.0134728244,0.738289297,0.458084822,-0.0329048596,0.734559596,0.419249207,-0.0448327325,0.733207166,0.385757297,-0.0512521714,0.777208447,0.519239962,-0.01958034,0.76461035,0.445443094,-0.0389632173,0.757236958,0.404818088,-0.0490469225,0.754076004,0.367994636,-0.0521613769,0.807265341,0.533844888,-0.0282467734,0.800808251,0.51550889,-0.0528345518,0.790447772,0.5587973,-0.0530840158,0.787029922,0.584082663,-0.0450896621,0.833281338,0.560547948,-0.0385954119,0.822749317,0.547381461,-0.0520319901,0.810033262,0.578525305,-0.0453607887,0.806274474,0.596338034,-0.036252521
1790268634.0761514,6064,2.99,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,34,0.999244884029011,51.0,70.0,1,0.030896691081039762,0.00032236519582960434,0.794872701,0.687288344,3.13859545e-07,0.762675822,0.652201176,-0.0153859146,0.747298837,0.603476048,-0.0254959166,0.770220816,0.564078391,-0.0372295007,0.797784567,0.543090284,-0.0481208898,0.750654042,0.530801654,-0.0129700955,0.740493357,0.466034174,-0.0318766013,0.736603498,0.427356601,-0.0435306355,0.735248983,0.394105613,-0.049904298,0.779368758,0.527979851,-0.0193565451,0.766766071,0.454353213,-0.0382876322,0.759221315,0.414334357,-0.0483985469,0.756375611,0.378372848,-0.0516742244,0.80941999,0.543306828,-0.0281999893,0.80330503,0.522868872,-0.0525726005,0.792369127,0.56594038,-0.0529687107,0.788928866,0.591775477,-0.0451283865,0.835319042,0.570870459,-0.0386356078,0.824828446,0.554932773,-0.0522566214,0.8116166,0.585323751,-0.0456707403,0.807873428,0.604034722,-0.036576651
1790268634.148466,6066,9.97,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,35,0.999244884029011,51.0,70.0,1,0.030902777844914908,0.00019700374577914914,0.794872701,0.687288344,3.13859545e-07,0.762675822,0.652201176,-0.0153859146,0.747298837,0.603476048,-0.0254959166,0.770220816,0.564078391,-0.0372295007,0.797784567,0.543090284,-0.0481208898,0.750654042,0.530801654,-0.0129700955,0.740493357,0.466034174,-0.0318766013,0.736603498,0.427356601,-0.0435306355,0.735248983,0.394105613,-0.049904298,0.779368758,0.527979851,-0.0193565451,0.766766071,0.454353213,-0.0382876322,0.759221315,0.414334357,-0.0483985469,0.756375611,0.378372848,-0.0516742244,0.80941999,0.543306828,-0.0281999893,0.80330503,0.522868872,-0.0525726005,0.792369127,0.56594038,-0.0529687107,0.788928866,0.591775477,-0.0451283865,0.835319042,0.570870459,-0.0386356078,0.824828446,0.554932773,-0.0522566214,0.8116166,0.585323751,-0.0456707403,0.807873428,0.604034722,-0.036576651
1790268634.2141488,6067,3.99,2,20,3,UP,hold,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,36,0.9991242601408447,51.0,70.0,1,0.030765857883356063,-0.0044306684093571224,0.793760121,0.69931519,3.33967336e-07,0.761287093,0.664918542,-0.016676981,0.744743764,0.617759168,-0.0277311224,0.767584741,0.579671383,-0.040147379,0.796177804,0.558746815,-0.0516506247,0.748877704,0.542877674,-0.0149056436,0.739321232,0.477912039,-0.03441469,0.736387491,0.43875277,-0.0463914573,0.735731423,0.404533207,-0.0529290959,0.777867436,0.539787292,-0.0209301505,0.767008603,0.465121657,-0.0402352922,0.760457933,0.424128234,-0.0500543527,0.758050621,0.387425959,-0.0530514307,0.807770133,0.555227101,-0.0295287743,0.801772177,0.534927011,-0.054908663,0.790701985,0.57963872,-0.0554782636,0.786643684,0.607116759,-0.047452867,0.833553374,0.583027482,-0.0397904329,0.824198484,0.567616642,-0.0546379238,0.810372591,0.599620342,-0.0485560223,0.80492276,0.619845033,-0.0395988151
